Òèðàæ;Øàð 1;Øàð 2;Øàð 3;Øàð 4;Øàð 5;Øàð 6;Øàð 7;Øàð 8;Øàð 9;Øàð 10;Øàð 11;Øàð 12;Øàð 13;Øàð 14;Øàð 15;Øàð 16;Øàð 17;Øàð 18;Øàð 19;Øàð 20
3401;10;56;28;55;7;22;38;33;24;44;11;52;3;27;35;23;34;1;26;43
3402;26;57;54;21;10;18;31;34;39;56;16;24;47;55;60;20;4;9;53;28
3403;55;58;14;50;8;15;43;52;9;32;57;19;25;23;51;44;56;6;49;20
3404;4;53;51;31;19;8;12;30;58;49;20;3;13;22;60;29;28;55;50;36
3405;4;48;36;8;46;38;15;57;13;56;19;43;2;12;51;33;53;44;25;17
3406;15;36;54;42;34;12;30;16;45;58;10;31;20;26;35;18;3;33;39;44
3407;47;21;56;26;54;4;2;27;31;23;25;15;42;17;59;44;52;51;12;41
3408;46;48;56;41;54;22;59;21;40;18;19;28;52;55;27;42;57;30;29;47
3409;26;18;15;21;54;48;20;1;6;30;14;55;3;50;52;40;46;58;34;27
3410;34;33;25;59;28;14;19;17;31;23;6;24;8;36;20;44;18;4;47;41
3411;42;15;24;37;19;47;54;23;31;30;56;12;36;35;59;46;8;16;2;10
3412;48;22;1;49;30;34;47;26;19;50;32;39;56;21;24;36;38;14;18;53
3413;54;28;37;41;4;42;48;11;39;36;24;31;2;22;29;56;18;14;33;40
3414;46;49;38;7;54;39;16;20;51;44;60;53;33;37;2;55;23;57;21;22
3415;43;20;17;1;53;46;39;14;4;45;55;22;59;2;57;31;47;8;56;9
3416;52;54;51;29;50;53;8;2;14;41;56;26;40;36;10;32;5;57;45;25
3417;17;58;35;36;47;7;55;26;46;13;14;12;56;41;37;19;53;48;9;4
3418;54;57;41;6;50;39;10;36;48;16;38;9;15;2;31;52;23;13;18;40
3419;23;1;54;13;3;33;35;58;60;41;17;28;26;21;45;5;47;44;31;25
3420;10;38;31;56;28;49;12;58;57;50;33;44;52;19;23;22;29;11;47;40
3421;49;38;12;39;28;7;9;52;27;5;57;1;14;43;15;30;40;34;53;19
3422;39;24;4;26;33;21;57;10;31;23;19;28;51;46;53;9;8;48;35;40
3423;18;33;15;8;40;59;37;16;4;1;2;38;29;52;5;17;24;44;3;53
3424;11;4;40;3;24;18;26;53;17;28;22;33;10;57;55;59;14;36;42;12
3425;49;59;48;56;51;13;58;14;4;37;33;1;9;3;26;24;57;23;47;31
3426;45;55;29;30;34;56;59;10;17;57;41;7;33;39;20;25;3;42;35;18
3427;11;48;35;13;29;34;17;32;9;19;50;6;45;38;54;40;15;16;12;56
3428;38;22;25;30;44;2;53;54;28;5;37;46;20;26;52;1;13;7;43;39
3429;7;5;57;51;1;12;13;43;21;28;34;47;19;38;59;58;33;52;29;24
3430;25;19;38;15;56;30;5;23;9;50;8;36;41;44;4;34;31;1;12;3
3431;10;42;1;19;20;14;45;55;9;25;17;50;43;40;15;47;58;29;41;56
3432;29;25;43;53;10;26;48;28;38;59;37;49;55;31;47;57;1;2;60;6
3433;41;1;45;37;48;2;46;53;59;38;16;43;51;18;21;30;58;4;39;56
3434;57;21;28;58;7;24;52;44;37;56;48;11;32;25;5;29;33;1;41;13
3435;38;8;15;36;54;31;49;58;40;23;20;34;13;7;47;41;55;44;51;46
3436;16;39;53;15;35;38;22;47;10;8;14;50;42;49;32;56;46;48;5;58
3437;45;47;38;22;23;4;2;51;32;36;16;42;50;46;9;54;7;48;1;41
3438;43;51;26;6;13;56;9;52;32;17;2;58;31;21;55;8;39;18;53;41
3439;45;39;28;24;5;58;40;42;25;34;1;11;47;33;22;3;31;57;37;46
3440;2;13;31;59;23;17;21;26;29;55;40;48;3;38;33;4;34;10;46;8
3441;42;54;35;49;52;16;27;59;4;18;13;31;24;17;26;51;36;22;29;53
3442;56;7;2;58;5;29;40;6;18;16;25;14;3;51;19;10;41;59;50;8
3443;4;47;37;11;49;18;20;34;53;39;45;13;7;31;24;14;15;54;52;32
3444;30;48;14;17;58;16;10;38;15;21;6;41;2;24;47;51;23;1;54;3
3445;15;13;3;2;16;59;21;14;54;44;1;4;31;12;48;9;28;42;60;57
3446;17;35;31;38;8;36;51;43;59;34;4;9;26;18;27;14;11;21;29;22
3447;30;44;16;39;4;20;12;52;24;9;27;15;3;38;46;21;23;50;53;47
3448;17;33;21;31;46;11;32;57;19;35;55;29;12;8;42;51;6;43;48;7
3449;11;48;49;18;34;41;23;52;51;45;31;53;32;36;6;7;3;50;59;25
3450;50;22;45;12;35;28;16;55;34;3;15;47;14;37;18;10;23;32;27;57
3451;57;18;44;48;60;27;22;36;13;49;20;59;21;54;39;30;58;12;31;55
3452;30;10;16;52;41;21;7;27;60;42;4;55;36;25;47;2;33;51;53;58
3453;27;41;33;46;20;60;5;51;35;3;53;14;1;13;45;8;56;52;39;23
3454;31;60;2;28;51;8;1;58;20;16;4;29;38;12;18;17;19;23;26;25
3455;3;7;50;60;29;48;58;21;59;46;14;26;39;6;32;22;38;33;17;19
3456;24;42;35;3;10;19;50;12;59;54;15;56;22;17;34;44;48;53;51;29
3457;46;58;52;8;3;14;27;35;34;49;42;41;23;18;29;55;19;5;20;39
3458;15;12;28;27;43;41;24;53;30;46;2;3;49;8;58;1;36;50;5;42
3459;15;7;24;43;53;59;33;37;17;16;4;55;46;34;54;48;2;19;11;5
3460;6;10;2;60;18;4;32;19;9;53;29;36;45;49;58;15;39;7;31;33
3461;49;18;52;36;4;17;59;35;31;11;41;53;38;1;50;8;15;51;34;2
3462;53;34;58;56;27;33;35;43;47;59;1;60;12;25;21;46;15;3;39;57
3463;34;57;14;13;52;45;11;21;37;31;17;10;48;24;9;20;30;40;32;2
3464;3;9;46;36;60;33;13;15;40;17;1;49;24;48;58;28;7;8;6;57
3465;41;43;40;16;54;11;35;58;13;10;30;9;57;56;22;18;26;55;50;28
3466;1;55;50;39;21;7;51;44;57;14;46;60;52;22;11;54;5;31;20;9
3467;9;26;40;46;27;31;15;20;48;52;33;53;57;30;6;16;59;49;45;12
3468;51;21;27;20;7;40;57;43;25;47;35;24;56;55;37;54;60;26;18;12
3469;52;7;51;11;42;58;49;50;19;33;47;3;17;20;13;60;44;16;25;30
3470;60;41;6;57;49;48;42;4;22;39;29;56;18;9;25;58;12;31;11;20
3471;49;48;12;36;30;27;34;44;21;43;37;58;17;10;41;31;38;50;35;54
3472;7;38;32;22;41;25;11;15;20;4;36;23;21;51;24;28;46;45;18;13
3473;52;25;32;11;38;10;49;39;36;46;31;17;1;16;18;2;55;44;5;3
3474;29;44;58;11;34;51;48;59;9;49;28;8;17;39;21;46;7;25;20;6
3475;25;8;26;52;60;44;1;2;43;11;32;24;37;39;18;23;6;17;46;58
3476;41;18;52;57;13;55;1;25;6;28;54;35;48;31;12;34;3;45;27;58
3477;41;30;51;11;1;4;48;55;5;19;2;50;40;15;31;20;57;58;60;46
3478;49;5;7;54;50;20;27;4;35;11;32;29;48;36;9;8;1;41;21;43
3479;29;58;14;48;59;56;50;40;11;44;19;33;26;12;49;54;55;27;36;16
3480;15;39;29;21;50;7;40;48;31;57;60;25;54;45;27;1;16;35;55;33
3481;50;10;4;3;27;49;53;46;6;14;25;26;57;48;22;54;11;47;35;13
3482;41;20;2;9;36;17;60;34;38;1;32;42;58;31;47;29;46;50;49;54
3483;53;36;13;50;27;8;48;39;4;17;43;29;57;46;20;10;11;21;55;33
3484;13;42;51;39;2;26;27;22;32;36;38;3;33;48;5;28;60;35;24;25
3485;58;6;15;50;47;24;36;45;1;21;8;48;40;32;28;7;16;31;14;4
3486;15;44;21;3;23;6;37;32;36;33;4;28;56;10;52;17;43;16;58;22
3487;20;26;14;45;2;6;41;38;24;18;32;21;5;34;53;23;42;30;43;8
3488;22;27;59;44;2;21;28;43;49;39;17;36;57;26;23;12;52;31;29;24
3489;37;42;25;36;27;35;1;7;44;13;22;11;58;51;40;39;45;50;4;17
3490;40;21;51;10;39;30;31;15;55;56;36;2;29;24;49;44;22;7;8;46
3491;6;5;34;4;36;26;28;13;54;49;25;50;58;7;53;3;56;43;42;46
3492;18;38;23;25;6;56;54;50;16;40;33;12;34;11;17;60;48;13;59;31
3493;52;10;36;24;34;23;9;31;6;53;49;45;29;21;19;40;28;55;27;14
3494;10;34;19;36;45;54;33;13;32;60;37;14;50;9;17;5;21;30;16;26
3495;50;51;24;28;7;42;43;10;38;55;48;11;31;40;47;33;44;14;30;21
3496;5;56;36;32;19;53;10;60;28;21;15;7;2;44;33;25;45;8;14;31
3497;25;30;56;34;29;52;20;33;57;6;46;53;23;50;7;13;10;4;39;19
3498;48;38;9;14;59;22;17;26;50;36;32;47;13;23;55;21;56;51;18;57
3499;43;29;45;48;51;53;9;30;59;20;49;17;27;2;25;44;6;50;57;54
3500;24;59;2;32;44;27;55;15;20;36;26;51;53;41;46;11;29;40;35;28
3501;51;29;8;30;33;42;47;27;54;40;3;38;6;32;53;26;25;31;17;58
3502;34;47;41;14;27;35;16;59;22;1;26;15;55;49;45;11;48;56;38;60
3503;21;11;2;53;37;9;19;49;4;46;18;1;12;6;35;14;43;56;5;55
3504;11;48;8;15;29;33;46;23;55;7;5;16;39;52;58;13;57;38;53;24
3505;28;43;55;20;59;3;53;49;29;24;4;46;14;57;5;25;40;27;10;39
3506;28;59;47;23;6;55;22;34;45;48;19;30;26;12;4;32;35;24;39;41
3507;43;8;17;15;42;14;40;29;41;22;27;49;52;10;1;11;44;13;45;12
3508;46;44;1;34;41;13;40;38;25;54;58;9;17;52;20;57;3;30;8;55
3509;31;47;59;25;7;27;35;32;38;60;45;4;49;34;21;37;41;23;56;20
3510;58;54;56;60;17;35;2;59;31;48;36;53;25;4;30;22;21;46;28;26
3511;4;22;39;50;23;57;40;28;27;55;35;12;6;10;44;60;5;41;7;3
3512;53;44;2;31;5;54;29;12;60;7;13;4;9;49;55;36;18;19;35;20
3513;1;32;35;54;52;57;58;44;56;51;8;41;59;17;19;36;24;28;3;12
3514;22;36;44;58;8;40;59;45;28;37;15;31;18;35;48;34;33;54;32;30
3515;4;48;7;15;32;10;30;43;60;33;2;22;6;34;45;42;25;31;14;35
3516;24;52;1;5;11;43;37;6;27;2;17;47;15;58;49;23;55;10;40;41
3517;37;22;27;5;20;32;51;57;45;26;39;4;23;49;34;48;19;59;46;41
3518;52;53;51;6;47;45;15;11;26;40;12;33;5;7;37;57;32;10;14;54
3519;16;7;20;47;55;9;37;23;11;53;14;15;2;44;59;56;51;10;5;24
3520;4;10;5;43;49;22;34;55;51;31;28;1;50;58;36;27;13;40;7;38
3521;6;3;58;22;33;29;8;27;24;51;35;41;23;36;18;47;20;28;31;43
3522;15;26;28;2;38;48;37;52;30;41;29;4;47;20;25;44;42;49;39;59
3523;52;23;1;13;59;33;27;55;32;20;16;10;48;6;11;45;29;22;60;8
3524;4;28;48;51;56;27;16;52;35;11;17;37;29;2;12;38;30;13;55;49
3525;25;52;21;13;40;42;59;41;55;4;50;49;14;58;29;34;23;16;1;48
3526;5;42;55;26;7;17;52;47;57;12;45;24;18;50;48;2;6;36;53;60
3527;18;24;26;36;1;29;46;53;23;3;13;21;41;20;27;34;43;16;39;22
3528;11;34;27;57;41;29;58;60;49;37;38;24;14;20;16;28;45;2;10;46
3529;27;53;45;14;32;7;25;6;10;37;19;33;11;3;48;46;40;23;22;58
3530;51;36;57;13;21;14;55;35;48;9;59;37;7;27;25;18;46;39;11;40
3531;48;23;26;47;54;9;2;7;12;33;18;45;59;50;36;17;20;5;29;35
3532;51;60;28;39;59;19;29;34;40;10;3;49;53;22;36;5;21;16;17;6
3533;37;6;41;58;3;34;17;36;42;39;28;5;1;56;20;12;30;55;18;35
3534;41;50;6;9;7;42;23;16;2;58;46;31;44;5;29;34;53;8;47;60
3535;3;56;39;51;57;22;28;7;38;23;14;25;21;2;45;19;16;32;47;40
3536;7;59;26;27;20;15;16;6;21;46;29;45;30;53;51;48;22;40;2;44
3537;21;27;54;42;5;43;4;19;33;37;1;49;13;8;46;44;25;47;56;40
3538;52;27;35;9;12;20;40;7;4;14;31;36;43;46;47;24;1;19;8;58
3539;1;22;50;9;7;11;21;46;8;25;31;39;36;2;47;13;38;24;54;60
3540;50;42;47;57;20;11;7;22;58;1;40;3;27;37;14;26;15;51;10;31
3541;40;12;17;26;16;53;36;46;44;25;49;48;23;13;10;51;41;5;8;19
3542;44;7;2;17;40;37;8;49;22;19;34;4;33;3;24;25;43;48;36;18
3543;9;53;22;44;56;12;15;40;47;35;25;31;2;38;50;18;14;39;17;45
3544;57;42;44;45;51;19;15;22;7;23;6;1;5;29;38;54;11;43;49;58
3545;7;10;20;13;48;58;31;51;43;23;52;17;11;44;55;25;37;14;41;19
3546;12;4;10;55;47;15;44;27;28;1;13;49;17;53;40;2;58;6;22;31
3547;14;23;47;40;6;43;21;12;31;13;46;1;45;20;19;8;53;18;3;9
3548;57;19;27;59;44;3;32;54;56;52;16;36;39;48;33;23;26;43;42;11
3549;11;26;28;51;31;10;57;50;55;49;43;3;15;47;2;46;22;16;34;7
3550;23;18;20;42;38;56;33;46;54;30;52;25;1;31;39;40;4;37;7;44
3551;44;33;55;58;28;57;22;1;40;50;42;26;21;25;24;29;27;37;49;53
3552;8;7;4;52;21;3;41;25;42;34;35;59;45;27;6;54;40;33;17;39
3553;34;52;36;26;45;39;33;13;57;9;29;8;20;56;1;59;4;50;3;18
3554;30;45;10;15;14;29;49;32;40;37;16;53;17;5;28;60;11;55;39;58
3555;44;39;41;42;5;28;15;3;51;11;4;56;12;19;35;21;10;45;53;6
3556;46;12;60;4;8;6;59;54;36;42;1;29;35;27;52;49;39;45;38;51
3557;42;54;19;59;49;60;15;34;25;9;10;45;53;37;38;1;48;4;29;55
3558;30;18;37;58;8;19;56;25;24;59;23;27;26;36;46;53;5;42;57;28
3559;60;22;11;37;56;39;13;46;32;8;28;17;12;6;23;3;54;1;7;50
3560;14;54;51;23;9;3;19;50;18;12;10;47;60;2;11;31;27;1;59;36
3561;37;48;46;30;14;50;24;28;2;7;58;29;47;60;10;31;8;36;20;23
3562;37;12;35;55;2;5;26;22;30;39;50;24;18;21;48;38;4;8;29;34
3563;12;16;14;35;2;31;26;59;22;9;8;60;53;27;10;54;50;45;48;56
3564;9;25;41;18;57;24;42;35;53;6;56;47;23;55;40;60;58;54;50;7
3565;40;7;19;53;13;33;14;58;42;26;1;32;60;37;59;54;56;29;30;34
3566;51;57;40;52;10;20;25;9;39;60;1;4;6;50;8;13;30;31;33;35
3567;6;60;51;31;33;16;15;44;11;14;8;25;22;56;23;49;17;35;55;38
3568;20;56;5;8;11;18;44;53;41;33;12;39;2;22;32;51;31;26;50;34
3569;28;11;55;32;39;54;25;53;43;36;44;12;29;30;35;41;22;48;3;13
3570;1;2;47;46;27;58;6;53;20;23;28;38;40;59;12;3;35;22;14;49
3571;41;32;52;23;13;33;16;36;46;18;21;53;34;51;17;47;39;9;40;44
3572;9;5;52;46;35;37;25;41;42;36;59;51;24;22;55;47;54;27;13;49
3573;38;20;26;55;13;16;37;5;51;11;22;59;53;54;32;24;50;34;35;42
3574;15;36;52;17;6;10;53;1;44;39;24;11;48;2;49;18;55;50;5;21
3575;36;27;59;26;3;35;17;14;58;13;25;24;16;37;33;48;30;4;20;44
3576;16;38;52;59;48;55;18;20;33;11;12;24;34;56;3;27;7;40;19;45
3577;27;52;24;17;13;55;37;9;23;29;21;34;35;10;40;31;50;3;28;44
3578;41;45;14;39;49;59;12;43;58;28;16;46;25;22;47;18;21;30;3;55
3579;12;51;54;32;24;13;46;29;38;31;40;6;28;47;30;26;8;22;11;16
3580;13;44;42;20;12;21;22;57;30;32;60;26;17;5;39;56;55;48;46;1
3581;53;1;50;36;31;49;55;34;10;28;18;52;27;8;17;56;45;12;16;54
3582;7;54;49;53;43;47;18;21;41;4;3;16;42;17;28;51;2;29;26;37
3583;33;23;53;8;45;6;30;51;5;55;60;14;59;52;46;32;35;39;25;24
3584;17;29;33;43;50;59;1;20;42;54;22;53;45;8;12;27;52;58;34;18
3585;15;25;32;6;52;44;41;31;29;48;24;55;34;9;22;28;39;16;38;26
3586;38;26;18;48;2;39;15;45;1;29;7;46;20;22;60;5;11;44;30;40
3587;40;16;53;23;17;9;6;12;30;25;44;56;29;38;36;4;1;50;20;14
3588;35;9;32;56;8;39;43;22;53;31;14;26;10;37;7;28;19;3;45;47
3589;1;16;29;27;57;36;31;48;51;18;40;14;22;13;38;6;42;21;24;26
3590;49;12;43;51;30;20;23;56;46;58;45;52;3;47;31;57;17;32;24;8
3591;27;59;38;47;55;10;43;58;29;52;54;41;28;2;26;56;5;46;50;30
3592;34;19;57;42;43;60;9;8;41;4;11;26;21;36;3;50;44;29;49;18
3593;57;12;17;37;25;48;14;42;5;16;3;9;45;19;52;26;47;24;60;7
3594;10;15;56;43;23;52;33;41;57;54;36;25;46;59;8;18;60;30;58;28
3595;33;43;32;57;49;36;27;13;18;34;25;4;48;55;42;17;46;7;26;58
3596;6;19;31;40;1;38;9;12;25;10;21;7;3;53;36;28;18;11;14;60
3597;44;8;30;48;47;25;27;4;28;24;33;35;9;51;58;21;60;11;5;42
3598;31;9;32;19;8;30;14;25;22;5;48;59;56;23;1;6;52;37;36;38
3599;56;45;55;42;6;50;24;31;57;27;58;23;10;21;44;34;37;17;38;28
3600;9;55;1;46;43;2;29;21;4;44;54;12;18;24;6;50;45;42;57;59
3601;52;60;57;38;42;39;40;33;48;35;3;28;8;50;55;51;10;25;21;20
3602;23;26;4;36;19;59;39;10;47;57;45;14;3;35;2;60;53;7;44;16
3603;54;10;24;44;12;40;46;48;15;5;35;30;21;6;31;8;1;49;14;19
3604;51;20;50;54;6;36;59;48;45;38;41;9;46;35;17;57;44;32;5;10
3605;1;45;46;28;11;43;26;19;5;34;17;39;14;8;52;16;25;32;57;4
3606;15;20;5;13;3;18;6;9;2;31;11;24;58;12;44;46;41;34;28;32
3607;35;26;28;40;43;45;30;5;20;22;29;16;49;13;39;32;4;15;59;12
3608;52;10;56;43;29;5;6;24;38;13;28;36;3;55;18;45;46;35;42;53
3609;44;50;43;19;56;38;1;25;16;28;5;42;59;23;48;9;4;3;8;31
3610;49;60;39;9;51;59;56;41;8;53;36;55;6;32;17;35;27;45;44;3
3611;31;54;14;9;32;20;23;21;6;39;45;7;1;59;29;30;15;4;42;35
3612;54;8;25;10;40;47;13;24;26;60;32;55;4;11;5;12;50;1;15;44
3613;4;56;1;41;16;53;13;49;3;42;31;51;21;20;50;48;18;15;33;19
3614;39;30;41;58;35;59;45;57;23;27;37;10;18;36;47;25;21;38;3;13
3615;45;27;24;5;11;19;1;51;10;28;25;37;32;14;39;2;18;60;47;59
3616;13;2;6;38;1;14;34;30;12;19;43;7;48;16;50;31;58;28;47;53
3617;25;21;47;23;54;53;10;7;45;56;14;44;41;36;33;57;5;8;17;28
3618;12;34;8;50;46;18;53;24;27;58;51;13;5;28;47;7;36;3;57;11
3619;20;18;50;58;44;35;27;41;14;60;2;51;52;39;36;32;34;10;47;16
3620;5;12;53;49;52;60;48;21;14;9;23;38;24;30;6;35;54;15;4;25
3621;36;23;25;40;4;42;41;19;5;56;24;22;9;39;6;37;1;21;55;17
3622;25;7;14;2;41;60;5;17;56;30;23;1;11;15;8;47;13;9;58;57
3623;6;59;15;1;55;16;39;29;8;19;22;35;27;14;41;33;54;45;49;32
3624;31;47;30;41;55;11;27;53;46;60;37;24;19;49;23;26;16;7;45;4
3625;15;22;40;39;31;23;60;20;10;46;56;19;45;27;17;38;36;55;12;13
3626;29;5;26;48;34;7;6;46;60;4;38;49;41;25;44;21;30;54;15;3
3627;3;53;34;5;51;9;55;11;26;15;59;52;47;20;42;13;56;18;44;43
3628;32;57;9;6;25;42;4;27;11;7;21;49;12;47;48;39;3;41;56;55
3629;53;17;20;54;18;22;21;36;43;48;25;50;51;2;45;59;33;41;52;56
3630;16;41;40;12;57;52;20;51;45;38;10;7;13;25;39;8;48;3;26;33
3631;4;31;22;17;44;37;43;16;19;8;23;9;20;51;42;47;1;36;29;7
3632;41;8;1;3;51;55;49;14;17;44;24;40;26;33;10;42;45;60;11;5
3633;55;43;3;1;10;34;47;48;17;16;49;37;11;22;33;27;26;7;41;24
3634;40;28;37;11;25;6;17;29;24;34;7;56;13;44;32;10;4;16;41;20
3635;39;29;34;10;43;18;40;6;8;58;38;59;13;24;28;42;32;41;54;35
3636;3;50;38;33;9;7;31;1;47;29;4;21;58;48;57;10;35;25;14;59
3637;55;53;57;25;39;16;33;36;48;37;42;19;28;1;10;23;12;4;54;51
3638;49;16;15;18;55;46;43;50;41;13;1;22;37;17;5;39;25;28;42;7
3639;34;6;50;48;60;13;26;1;51;46;11;14;45;15;17;55;42;10;23;27
3640;45;48;39;12;50;3;17;26;35;33;21;56;15;27;31;29;28;44;55;51
3641;3;47;59;30;8;42;20;54;50;58;56;57;55;37;15;10;21;43;52;9
3642;14;37;43;7;24;35;48;13;41;23;17;46;59;31;9;19;56;53;22;6
3643;25;17;44;49;14;33;55;18;11;6;21;59;51;42;28;7;1;35;2;41
3644;13;53;12;24;3;10;26;58;50;31;22;17;33;41;46;34;37;23;20;2
3645;59;29;38;44;4;14;54;10;5;39;1;25;22;19;27;48;34;15;35;20
3646;16;60;13;22;38;7;42;28;15;9;48;54;44;46;18;52;21;6;4;11
3647;31;56;51;60;14;43;32;8;12;45;26;22;27;47;46;42;40;24;7;21
3648;60;10;22;8;48;1;21;59;7;24;6;42;55;47;16;13;2;54;11;3
3649;44;25;18;24;22;34;4;7;11;13;16;47;26;48;19;8;36;57;43;38
3650;16;15;22;47;5;41;36;13;57;27;56;51;35;48;39;45;10;4;1;40
3651;38;31;6;54;45;26;58;60;47;30;12;32;16;2;43;11;28;9;24;20
3652;3;59;51;20;29;33;31;23;49;32;38;58;30;44;45;12;40;36;47;9
3653;58;23;9;27;1;38;50;26;28;11;22;51;5;39;3;49;16;24;37;29
3654;39;4;29;18;28;60;44;33;45;48;40;7;17;21;1;15;11;35;49;41
3655;52;37;7;39;30;13;2;28;20;48;38;9;32;1;6;19;17;59;26;27
3656;20;2;38;28;43;44;40;60;9;53;46;5;1;31;59;52;36;49;56;34
3657;31;47;56;48;4;23;51;3;38;1;19;28;22;44;9;29;6;13;21;26
3658;53;14;23;38;33;19;5;31;51;47;35;6;22;45;39;54;55;40;26;30
3659;9;39;19;41;23;38;25;15;24;49;45;13;11;34;35;17;28;4;43;7
3660;38;3;11;2;45;17;57;18;22;4;49;47;60;53;48;7;8;14;9;23
3661;45;33;14;13;5;20;34;16;7;22;26;21;3;17;55;44;47;6;53;12
3662;48;12;23;34;30;50;15;24;10;42;18;41;45;3;43;51;52;59;28;39
3663;56;22;5;12;57;49;41;18;9;30;21;24;14;15;27;50;16;10;28;4
3664;34;60;44;13;50;17;45;30;9;19;5;42;56;58;11;46;33;10;14;6
3665;29;6;46;38;47;52;17;30;59;60;37;54;31;1;4;7;55;19;27;10
3666;8;40;58;19;23;35;28;25;34;45;51;47;43;16;48;18;11;38;59;46
3667;42;11;6;32;20;18;4;44;19;17;37;9;1;13;45;51;53;52;25;23
3668;57;56;5;44;21;8;33;48;19;11;41;50;31;30;20;15;18;28;46;54
3669;60;53;34;42;18;45;36;28;31;57;47;9;35;8;26;22;1;39;43;7
3670;3;1;20;8;51;19;41;38;15;16;58;53;40;24;48;13;25;50;17;44
3671;26;9;39;3;56;57;42;58;10;38;51;45;8;60;1;37;21;4;31;25
3672;2;58;18;19;55;40;34;50;29;3;49;7;9;17;10;59;30;11;13;53
3673;1;13;52;56;50;43;49;32;58;26;36;54;18;12;53;10;2;16;48;44
3674;45;54;51;40;31;49;32;13;4;9;5;53;14;46;21;22;23;34;38;60
3675;45;46;20;3;9;47;60;34;59;39;40;48;25;15;26;30;13;57;43;29
3676;36;30;48;16;38;50;52;1;58;13;59;3;17;57;46;41;60;39;32;18
3677;40;34;53;26;49;29;43;20;42;51;55;45;60;48;21;18;50;17;41;44
3678;32;44;40;26;22;16;18;5;17;25;60;41;4;54;38;36;20;37;14;21
3679;57;33;13;15;27;36;7;34;39;16;35;51;1;38;21;30;32;41;47;44
3680;44;21;54;19;3;37;10;20;53;6;41;55;49;14;30;58;13;8;52;17
3681;20;54;58;12;50;52;22;35;10;17;51;9;28;36;43;40;1;57;30;33
3682;58;49;42;6;1;46;7;15;24;47;16;40;26;34;60;30;59;31;56;5
3683;50;23;25;48;41;20;39;35;30;58;52;4;6;40;22;28;43;49;33;12
3684;3;51;10;18;53;2;48;35;41;40;5;12;54;52;23;9;50;46;8;22
3685;17;14;56;10;40;5;39;55;31;11;51;1;59;43;24;57;12;28;8;33
3686;45;58;28;57;33;20;21;30;29;59;43;14;52;10;4;17;41;56;19;60
3687;42;33;17;14;13;52;40;38;11;15;32;54;5;12;41;58;25;53;9;29
3688;4;53;50;15;58;25;23;49;30;18;13;36;31;8;22;60;43;7;20;14
3689;29;57;13;23;44;22;52;24;28;12;26;3;42;31;50;15;2;7;36;53
3690;33;48;12;9;30;17;4;22;3;56;58;25;10;6;34;60;2;41;53;16
3691;17;50;37;36;57;4;54;42;59;38;52;55;53;15;3;9;41;27;33;31
3692;8;1;27;44;3;50;26;42;38;52;49;51;37;17;10;34;30;59;33;45
3693;52;48;9;37;57;18;1;15;26;34;31;2;11;28;4;40;56;58;7;8
3694;54;30;42;43;22;37;20;33;46;3;47;29;28;36;16;18;59;48;7;9
3695;3;43;8;56;15;48;28;13;9;16;18;32;2;59;50;11;51;45;6;22
3696;23;53;20;48;52;29;28;10;49;25;17;6;43;3;4;27;36;24;21;11
3697;19;50;41;40;49;21;30;36;17;58;11;14;34;4;18;45;37;31;8;48
3698;58;27;47;11;15;3;51;34;43;44;33;8;46;24;17;7;28;18;35;12
3699;25;60;40;41;30;52;56;28;49;15;38;31;46;8;23;36;19;16;51;48
3700;12;23;22;56;51;28;25;4;44;30;20;49;41;55;54;8;31;29;18;33
3701;7;29;57;54;58;38;49;34;12;25;24;50;32;45;31;44;14;16;6;37
3702;32;51;29;17;54;1;48;25;56;3;13;5;60;22;30;16;43;46;57;15
3703;18;37;47;9;56;1;14;59;10;7;13;38;17;5;45;20;52;55;33;24
3704;51;33;55;16;17;50;18;40;41;43;42;48;28;7;2;13;10;23;37;54
3705;23;6;36;17;42;43;4;49;25;45;33;18;37;1;46;34;22;9;5;53
3706;40;57;31;39;41;52;1;37;53;20;24;16;54;59;32;48;25;27;50;13
3707;15;50;31;14;58;55;44;8;26;39;3;12;37;54;56;35;27;13;34;47
3708;20;47;59;52;27;18;14;2;54;5;30;29;1;4;9;40;57;12;19;28
3709;16;55;44;59;31;35;39;56;45;57;27;24;34;50;38;37;13;47;12;20
3710;44;20;42;8;52;53;40;41;10;58;54;24;21;16;13;60;6;38;31;35
3711;48;55;15;25;32;44;17;28;49;34;43;39;5;7;12;4;23;24;46;6
3712;29;34;13;27;22;40;42;23;26;15;18;9;53;38;5;54;44;57;51;8
3713;34;6;19;14;45;41;40;59;43;35;20;28;3;11;58;55;23;57;7;1
3714;48;15;27;4;56;29;59;5;28;54;23;19;25;8;36;37;43;22;2;31
3715;46;12;14;15;55;9;51;60;26;54;2;11;43;47;38;44;22;52;30;56
3716;55;29;11;15;14;38;53;17;33;18;60;57;10;59;27;20;48;34;23;13
3717;46;30;34;16;42;32;19;8;44;41;3;23;35;28;58;17;1;60;13;21
3718;50;56;4;36;51;14;45;20;57;44;2;22;17;42;54;46;30;24;13;47
3719;41;47;13;25;29;6;58;7;50;1;60;27;30;53;17;21;55;4;34;19
3720;35;11;29;18;60;6;5;3;43;49;24;10;45;39;57;27;33;14;19;46
3721;21;37;38;41;31;58;39;8;5;40;13;33;34;56;51;11;44;22;27;28
3722;43;8;53;51;29;2;25;32;23;21;55;7;10;9;42;41;27;15;14;38
